component_name,correlation_r,abs_correlation,p_value
cas_vs_final_layer_per_head_layer_2_head_12,0.07325,0.07325,0.26861
v_ffn_norm_per_layer_layer_21,0.07323,0.07323,0.26868
ecs_specific_layer_per_head_layer_16_head_20,-0.07322,0.07322,0.26877
bos_attention_proportion_per_head_layer_13_head_0,0.07316,0.07316,0.26917
cas_vs_current_layer_per_head_layer_24_head_1,-0.07313,0.07313,0.26939
cas_vs_current_layer_per_head_layer_9_head_16,0.07307,0.07307,0.26974
cas_vs_current_layer_per_head_layer_21_head_11,-0.07304,0.07304,0.26995
cas_vs_current_layer_per_head_layer_26_head_21,-0.07302,0.07302,0.27008
attention_entropy_per_head_layer_19_head_0,-0.07302,0.07302,0.27012
bos_attention_proportion_per_head_layer_6_head_12,0.07297,0.07297,0.27044
cas_alt_vs_final_layer_per_head_layer_12_head_2,-0.07286,0.07286,0.27113
cas_vs_final_layer_per_head_layer_7_head_18,0.07282,0.07282,0.27138
cas_vs_final_layer_per_head_layer_10_head_12,-0.07263,0.07263,0.27265
cas_vs_final_layer_per_head_layer_19_head_23,-0.07258,0.07258,0.27303
cas_vs_current_layer_per_head_layer_20_head_16,-0.07251,0.07251,0.27349
bos_attention_proportion_per_head_layer_26_head_15,-0.07250,0.07250,0.27350
bos_attention_proportion_per_head_layer_20_head_19,0.07248,0.07248,0.27366
ecs_specific_layer_per_head_layer_12_head_1,0.07248,0.07248,0.27368
bos_attention_proportion_per_head_layer_20_head_18,0.07246,0.07246,0.27381
cas_vs_final_layer_per_head_layer_21_head_23,-0.07243,0.07243,0.27401
cas_vs_final_layer_per_head_layer_15_head_15,0.07243,0.07243,0.27401
cas_alt_vs_current_layer_per_head_layer_16_head_23,0.07241,0.07241,0.27416
ecs_prompt_specific_layer_per_head_layer_21_head_14,-0.07239,0.07239,0.27429
cas_vs_final_layer_per_head_layer_8_head_16,-0.07237,0.07237,0.27442
cas_vs_final_layer_per_head_layer_6_head_11,0.07232,0.07232,0.27471
cas_vs_current_layer_per_head_layer_23_head_23,-0.07226,0.07226,0.27514
cos_sim_input_pre_ffn_per_layer_layer_3,-0.07222,0.07222,0.27541
cos_sim_input_pre_ffn_per_layer_layer_21,-0.07218,0.07218,0.27569
cas_alt_vs_current_layer_per_head_layer_19_head_20,0.07217,0.07217,0.27572
cas_alt_vs_current_layer_per_head_layer_21_head_6,0.07217,0.07217,0.27573
cas_vs_current_layer_per_head_layer_20_head_4,-0.07214,0.07214,0.27590
bos_attention_proportion_per_head_layer_19_head_20,0.07214,0.07214,0.27593
ecs_specific_layer_per_head_layer_0_head_0,-0.07213,0.07213,0.27599
bos_attention_proportion_per_head_layer_3_head_17,-0.07212,0.07212,0.27608
ecs_prompt_specific_layer_per_head_layer_0_head_1,-0.07210,0.07210,0.27616
bos_attention_proportion_per_head_layer_18_head_8,-0.07207,0.07207,0.27641
ecs_prompt_specific_layer_per_head_layer_21_head_0,-0.07204,0.07204,0.27656
cas_alt_vs_current_layer_per_head_layer_16_head_0,0.07204,0.07204,0.27661
attention_entropy_per_head_layer_26_head_10,0.07186,0.07186,0.27780
cas_vs_final_layer_per_head_layer_10_head_8,-0.07186,0.07186,0.27780
cas_vs_final_layer_per_head_layer_22_head_13,0.07182,0.07182,0.27806
cas_alt_vs_current_layer_per_head_layer_21_head_12,0.07179,0.07179,0.27830
cas_vs_final_layer_per_head_layer_23_head_13,0.07176,0.07176,0.27850
ecs_specific_layer_per_head_layer_17_head_15,-0.07168,0.07168,0.27898
cas_vs_current_layer_per_head_layer_25_head_12,-0.07168,0.07168,0.27900
cas_vs_current_layer_per_head_layer_0_head_17,-0.07165,0.07165,0.27922
bos_attention_proportion_per_head_layer_13_head_12,-0.07165,0.07165,0.27923
ecs_prompt_specific_layer_per_head_layer_17_head_4,-0.07139,0.07139,0.28094
attention_entropy_per_head_layer_22_head_18,-0.07136,0.07136,0.28119
ecs_prompt_specific_layer_per_head_layer_9_head_18,0.07131,0.07131,0.28148
ecs_prompt_specific_layer_per_head_layer_5_head_4,0.07129,0.07129,0.28161
bos_attention_proportion_per_head_layer_27_head_5,-0.07129,0.07129,0.28163
cas_vs_final_layer_per_head_layer_19_head_11,0.07108,0.07108,0.28306
cas_vs_final_layer_per_head_layer_20_head_7,0.07106,0.07106,0.28317
ecs_prompt_specific_layer_per_head_layer_3_head_4,0.07099,0.07099,0.28365
ecs_prompt_specific_layer_per_head_layer_9_head_20,0.07093,0.07093,0.28407
cas_alt_vs_current_layer_per_head_layer_12_head_2,0.07088,0.07088,0.28443
ecs_prompt_specific_layer_per_head_layer_19_head_21,-0.07087,0.07087,0.28452
ecs_specific_layer_per_head_layer_22_head_14,-0.07084,0.07084,0.28470
bos_attention_proportion_per_head_layer_7_head_5,0.07080,0.07080,0.28495
cas_vs_final_layer_per_head_layer_10_head_16,-0.07077,0.07077,0.28517
ecs_specific_layer_per_head_layer_23_head_5,-0.07076,0.07076,0.28525
attention_entropy_per_head_layer_24_head_20,-0.07076,0.07076,0.28527
attention_entropy_per_head_layer_26_head_5,-0.07069,0.07069,0.28571
x_pre_ffn_norm_per_layer_layer_10,0.07067,0.07067,0.28584
cas_vs_current_layer_per_head_layer_13_head_9,0.07066,0.07066,0.28595
ecs_specific_layer_per_head_layer_0_head_14,-0.07059,0.07059,0.28638
cas_alt_vs_current_layer_per_head_layer_5_head_4,0.07052,0.07052,0.28688
ecs_prompt_specific_layer_per_head_layer_13_head_14,-0.07048,0.07048,0.28719
semantic_drift_per_layer_layer_5,-0.07037,0.07037,0.28790
cas_vs_current_layer_per_head_layer_20_head_3,-0.07036,0.07036,0.28798
ecs_specific_layer_per_head_layer_19_head_8,-0.07036,0.07036,0.28798
ecs_specific_layer_per_head_layer_3_head_21,-0.07031,0.07031,0.28829
ecs_prompt_specific_layer_per_head_layer_19_head_23,-0.07025,0.07025,0.28875
attention_entropy_per_head_layer_19_head_14,-0.07021,0.07021,0.28899
ecs_specific_layer_per_head_layer_6_head_10,-0.07019,0.07019,0.28912
cas_alt_vs_current_layer_per_head_layer_5_head_19,0.07019,0.07019,0.28917
ecs_prompt_specific_layer_per_head_layer_22_head_20,-0.07012,0.07012,0.28965
cas_vs_current_layer_per_head_layer_0_head_16,-0.07003,0.07003,0.29025
cas_alt_vs_final_layer_per_head_layer_25_head_17,-0.06990,0.06990,0.29117
cos_sim_input_post_ffn_per_layer_layer_15,0.06986,0.06986,0.29139
ecs_prompt_specific_layer_per_head_layer_13_head_5,0.06985,0.06985,0.29152
cas_alt_vs_current_layer_per_head_layer_24_head_13,-0.06983,0.06983,0.29164
cas_vs_final_layer_per_head_layer_22_head_18,0.06973,0.06973,0.29229
cos_sim_input_pre_ffn_per_layer_layer_23,0.06973,0.06973,0.29230
cas_vs_current_layer_per_head_layer_22_head_11,-0.06972,0.06972,0.29239
attention_entropy_per_head_layer_11_head_6,-0.06956,0.06956,0.29348
bos_attention_proportion_per_head_layer_10_head_14,0.06953,0.06953,0.29373
bos_attention_proportion_per_head_layer_27_head_15,0.06946,0.06946,0.29418
cas_vs_final_layer_per_head_layer_21_head_2,-0.06945,0.06945,0.29426
cas_vs_current_layer_per_head_layer_12_head_11,0.06944,0.06944,0.29437
bos_attention_proportion_per_head_layer_18_head_10,0.06939,0.06939,0.29468
ecs_specific_layer_per_head_layer_13_head_12,0.06939,0.06939,0.29471
ecs_specific_layer_per_head_layer_19_head_20,-0.06938,0.06938,0.29477
bos_attention_proportion_per_head_layer_17_head_12,-0.06935,0.06935,0.29499
cas_vs_final_layer_per_head_layer_22_head_11,-0.06933,0.06933,0.29508
ecs_specific_layer_per_head_layer_3_head_2,-0.06930,0.06930,0.29534
bos_attention_proportion_per_head_layer_2_head_21,0.06930,0.06930,0.29535
bos_attention_proportion_per_head_layer_15_head_6,-0.06928,0.06928,0.29548
ecs_prompt_specific_layer_per_head_layer_22_head_21,-0.06910,0.06910,0.29672
cas_vs_final_layer_per_head_layer_1_head_14,0.06907,0.06907,0.29693
cas_alt_vs_current_layer_per_head_layer_23_head_14,-0.06905,0.06905,0.29708
cas_vs_current_layer_per_head_layer_23_head_20,-0.06903,0.06903,0.29722
bos_attention_proportion_per_head_layer_27_head_4,0.06900,0.06900,0.29739
cas_vs_current_layer_per_head_layer_15_head_12,0.06893,0.06893,0.29794
bos_attention_proportion_per_head_layer_23_head_15,-0.06892,0.06892,0.29797
ecs_prompt_specific_layer_per_head_layer_5_head_22,0.06891,0.06891,0.29803
cas_vs_current_layer_per_head_layer_5_head_10,0.06891,0.06891,0.29803
ecs_prompt_specific_layer_per_head_layer_5_head_2,0.06891,0.06891,0.29806
attention_entropy_per_head_layer_12_head_13,-0.06887,0.06887,0.29831
parameter_knowledge_difference_layer_0,0.06871,0.06871,0.29946
attention_entropy_per_head_layer_25_head_7,-0.06868,0.06868,0.29967
cas_alt_vs_current_layer_per_head_layer_24_head_1,-0.06858,0.06858,0.30038
bos_attention_proportion_per_head_layer_4_head_16,-0.06857,0.06857,0.30043
ecs_prompt_specific_layer_per_head_layer_12_head_8,0.06854,0.06854,0.30067
cas_vs_current_layer_per_head_layer_9_head_9,0.06850,0.06850,0.30096
cas_vs_current_layer_per_head_layer_16_head_20,-0.06846,0.06846,0.30125
cas_vs_current_layer_per_head_layer_7_head_22,-0.06841,0.06841,0.30160
cos_sim_input_post_ffn_per_layer_layer_23,0.06838,0.06838,0.30177
cas_vs_current_layer_per_head_layer_0_head_15,-0.06838,0.06838,0.30178
attention_entropy_per_head_layer_9_head_4,-0.06838,0.06838,0.30181
cas_vs_current_layer_per_head_layer_5_head_4,0.06830,0.06830,0.30236
cas_vs_final_layer_per_head_layer_6_head_18,0.06829,0.06829,0.30247
cas_vs_final_layer_per_head_layer_3_head_0,0.06826,0.06826,0.30264
cas_alt_vs_current_layer_per_head_layer_20_head_6,0.06822,0.06822,0.30293
cas_vs_final_layer_per_head_layer_23_head_15,0.06820,0.06820,0.30310
ecs_prompt_specific_layer_per_head_layer_20_head_18,-0.06806,0.06806,0.30410
cas_vs_final_layer_per_head_layer_6_head_12,0.06790,0.06790,0.30518
cas_alt_vs_current_layer_per_head_layer_20_head_10,0.06787,0.06787,0.30540
cas_vs_current_layer_per_head_layer_6_head_20,0.06786,0.06786,0.30546
ecs_specific_layer_per_head_layer_14_head_8,0.06785,0.06785,0.30556
cas_vs_current_layer_per_head_layer_12_head_9,0.06785,0.06785,0.30559
cas_vs_current_layer_per_head_layer_11_head_0,0.06784,0.06784,0.30567
cas_vs_final_layer_per_head_layer_18_head_3,-0.06778,0.06778,0.30607
cas_vs_current_layer_per_head_layer_22_head_3,-0.06776,0.06776,0.30618
cas_vs_final_layer_per_head_layer_26_head_18,-0.06776,0.06776,0.30620
cas_alt_vs_current_layer_per_head_layer_4_head_10,0.06773,0.06773,0.30643
cas_alt_vs_current_layer_per_head_layer_19_head_4,0.06771,0.06771,0.30654
ecs_prompt_specific_layer_per_head_layer_22_head_19,-0.06756,0.06756,0.30763
cas_alt_vs_current_layer_per_head_layer_16_head_18,0.06753,0.06753,0.30787
ecs_specific_layer_per_head_layer_17_head_6,-0.06752,0.06752,0.30791
ecs_prompt_specific_layer_per_head_layer_22_head_17,-0.06749,0.06749,0.30817
cas_vs_current_layer_per_head_layer_12_head_8,0.06745,0.06745,0.30844
bos_attention_proportion_per_head_layer_26_head_14,-0.06739,0.06739,0.30886
cas_vs_current_layer_per_head_layer_3_head_7,-0.06734,0.06734,0.30921
ecs_prompt_specific_layer_per_head_layer_12_head_13,0.06725,0.06725,0.30989
attention_entropy_per_head_layer_1_head_8,-0.06720,0.06720,0.31023
bos_attention_proportion_per_head_layer_16_head_20,0.06716,0.06716,0.31054
bos_attention_proportion_per_head_layer_1_head_19,-0.06714,0.06714,0.31067
cas_vs_current_layer_per_head_layer_22_head_1,-0.06709,0.06709,0.31102
ecs_specific_layer_per_head_layer_0_head_16,0.06708,0.06708,0.31107
ecs_prompt_specific_layer_per_head_layer_13_head_15,0.06708,0.06708,0.31111
attention_entropy_per_head_layer_21_head_12,0.06702,0.06702,0.31150
cas_vs_final_layer_per_head_layer_24_head_5,0.06697,0.06697,0.31188
bos_attention_proportion_per_head_layer_11_head_21,0.06696,0.06696,0.31198
bos_attention_proportion_per_head_layer_14_head_20,0.06686,0.06686,0.31268
bos_attention_proportion_per_head_layer_17_head_0,0.06679,0.06679,0.31317
ecs_prompt_specific_layer_per_head_layer_22_head_2,-0.06671,0.06671,0.31379
bos_attention_proportion_per_head_layer_12_head_15,0.06670,0.06670,0.31384
bos_attention_proportion_per_head_layer_12_head_7,0.06668,0.06668,0.31397
bos_attention_proportion_per_head_layer_4_head_0,0.06666,0.06666,0.31416
cas_vs_current_layer_per_head_layer_9_head_4,0.06658,0.06658,0.31469
ecs_prompt_specific_layer_per_head_layer_8_head_21,0.06658,0.06658,0.31471
semantic_drift_per_layer_layer_3,-0.06655,0.06655,0.31495
cas_alt_vs_current_layer_per_head_layer_25_head_21,-0.06648,0.06648,0.31546
cas_alt_vs_current_layer_per_head_layer_23_head_5,-0.06648,0.06648,0.31548
bos_attention_proportion_per_head_layer_2_head_3,0.06644,0.06644,0.31577
bos_attention_proportion_per_head_layer_19_head_18,-0.06642,0.06642,0.31587
bos_attention_proportion_per_head_layer_18_head_5,0.06638,0.06638,0.31621
ecs_prompt_specific_layer_per_head_layer_18_head_2,-0.06634,0.06634,0.31649
cas_vs_final_layer_per_head_layer_19_head_1,0.06632,0.06632,0.31664
cas_alt_vs_current_layer_per_head_layer_23_head_1,-0.06626,0.06626,0.31707
cas_vs_current_layer_per_head_layer_20_head_22,-0.06624,0.06624,0.31724
attention_entropy_per_head_layer_23_head_21,-0.06616,0.06616,0.31777
ecs_specific_layer_per_head_layer_1_head_13,-0.06610,0.06610,0.31825
attention_entropy_per_head_layer_10_head_6,0.06610,0.06610,0.31826
bos_attention_proportion_per_head_layer_18_head_21,0.06607,0.06607,0.31845
ecs_specific_layer_per_head_layer_1_head_19,-0.06601,0.06601,0.31887
v_attn_norm_per_layer_layer_2,0.06596,0.06596,0.31924
cas_vs_current_layer_per_head_layer_12_head_16,0.06592,0.06592,0.31954
cas_vs_final_layer_per_head_layer_2_head_3,0.06582,0.06582,0.32029
cas_vs_final_layer_per_head_layer_12_head_16,0.06579,0.06579,0.32051
cas_alt_vs_current_layer_per_head_layer_6_head_12,0.06570,0.06570,0.32115
ecs_specific_layer_per_head_layer_22_head_13,-0.06565,0.06565,0.32156
ecs_prompt_specific_layer_per_head_layer_0_head_14,-0.06556,0.06556,0.32219
bos_attention_proportion_per_head_layer_26_head_4,-0.06554,0.06554,0.32234
ecs_prompt_specific_layer_per_head_layer_7_head_17,0.06552,0.06552,0.32251
attention_entropy_per_head_layer_17_head_10,-0.06551,0.06551,0.32260
bos_attention_proportion_per_head_layer_7_head_21,0.06550,0.06550,0.32265
parameter_knowledge_difference_layer_20,-0.06544,0.06544,0.32308
bos_attention_proportion_per_head_layer_24_head_2,-0.06543,0.06543,0.32320
cas_vs_current_layer_per_head_layer_22_head_22,-0.06535,0.06535,0.32374
cas_vs_current_layer_per_head_layer_5_head_17,-0.06534,0.06534,0.32388
cas_alt_vs_current_layer_per_head_layer_6_head_8,0.06530,0.06530,0.32417
cas_vs_final_layer_per_head_layer_25_head_3,0.06528,0.06528,0.32428
ecs_specific_layer_per_head_layer_7_head_19,-0.06525,0.06525,0.32448
bos_attention_proportion_per_head_layer_20_head_2,0.06519,0.06519,0.32495
ecs_prompt_specific_layer_per_head_layer_5_head_21,0.06519,0.06519,0.32495
attention_entropy_per_head_layer_6_head_13,0.06511,0.06511,0.32559
cas_vs_final_layer_per_head_layer_9_head_7,-0.06506,0.06506,0.32595
cas_alt_vs_current_layer_per_head_layer_16_head_21,0.06504,0.06504,0.32608
cas_vs_final_layer_per_head_layer_20_head_18,0.06501,0.06501,0.32630
cas_vs_current_layer_per_head_layer_19_head_20,-0.06500,0.06500,0.32635
ecs_prompt_specific_layer_per_head_layer_6_head_16,0.06495,0.06495,0.32677
cas_vs_final_layer_per_head_layer_26_head_14,0.06492,0.06492,0.32694
cas_vs_final_layer_per_head_layer_22_head_23,0.06490,0.06490,0.32709
cas_vs_final_layer_per_head_layer_2_head_23,0.06490,0.06490,0.32712
ecs_specific_layer_per_head_layer_22_head_21,-0.06484,0.06484,0.32754
attention_entropy_per_head_layer_10_head_16,-0.06483,0.06483,0.32763
cas_vs_final_layer_per_head_layer_9_head_16,-0.06478,0.06478,0.32798
cas_vs_final_layer_per_head_layer_10_head_19,-0.06476,0.06476,0.32817
cas_alt_vs_current_layer_per_head_layer_6_head_6,0.06473,0.06473,0.32842
ecs_prompt_specific_layer_per_head_layer_22_head_12,-0.06468,0.06468,0.32874
cas_vs_current_layer_per_head_layer_20_head_23,-0.06468,0.06468,0.32879
ecs_specific_layer_per_head_layer_7_head_22,-0.06462,0.06462,0.32920
x_post_ffn_norm_per_layer_layer_3,0.06462,0.06462,0.32921
x_input_norm_per_layer_layer_4,0.06462,0.06462,0.32921
cas_vs_final_layer_per_head_layer_16_head_15,0.06461,0.06461,0.32928
ecs_specific_layer_per_head_layer_14_head_9,0.06461,0.06461,0.32930
bos_attention_proportion_per_head_layer_15_head_8,0.06461,0.06461,0.32932
ecs_specific_layer_per_head_layer_11_head_7,0.06456,0.06456,0.32966
cas_vs_final_layer_per_head_layer_9_head_13,0.06456,0.06456,0.32969
ecs_specific_layer_per_head_layer_17_head_21,-0.06456,0.06456,0.32970
cas_vs_current_layer_per_head_layer_4_head_4,0.06454,0.06454,0.32979
cas_vs_current_layer_per_head_layer_8_head_1,0.06446,0.06446,0.33045
cas_alt_vs_current_layer_per_head_layer_16_head_22,0.06437,0.06437,0.33112
bos_attention_proportion_per_head_layer_4_head_12,-0.06435,0.06435,0.33121
cas_vs_final_layer_per_head_layer_23_head_17,0.06433,0.06433,0.33143
attention_entropy_per_head_layer_19_head_22,-0.06431,0.06431,0.33157
cas_vs_current_layer_per_head_layer_16_head_8,-0.06427,0.06427,0.33183
cas_vs_final_layer_per_head_layer_18_head_18,0.06426,0.06426,0.33193
ecs_specific_layer_per_head_layer_23_head_11,-0.06424,0.06424,0.33207
cas_vs_current_layer_per_head_layer_9_head_22,0.06424,0.06424,0.33209
cas_vs_final_layer_per_head_layer_22_head_21,0.06416,0.06416,0.33267
cas_vs_final_layer_per_head_layer_7_head_22,0.06414,0.06414,0.33287
ecs_specific_layer_per_head_layer_22_head_22,-0.06411,0.06411,0.33302
bos_attention_proportion_per_head_layer_3_head_4,0.06409,0.06409,0.33318
ecs_specific_layer_per_head_layer_19_head_18,-0.06406,0.06406,0.33345
ecs_prompt_specific_layer_per_head_layer_13_head_17,0.06402,0.06402,0.33371
x_pre_ffn_norm_per_layer_layer_2,0.06385,0.06385,0.33501
bos_attention_proportion_per_head_layer_25_head_12,0.06385,0.06385,0.33503
bos_attention_proportion_per_head_layer_23_head_11,-0.06375,0.06375,0.33581
cas_alt_vs_current_layer_per_head_layer_6_head_5,0.06374,0.06374,0.33585
cas_vs_final_layer_per_head_layer_13_head_10,-0.06370,0.06370,0.33617
cas_vs_current_layer_per_head_layer_15_head_23,0.06365,0.06365,0.33655
ecs_specific_layer_per_head_layer_3_head_15,-0.06360,0.06360,0.33690
cas_vs_final_layer_per_head_layer_18_head_11,0.06360,0.06360,0.33692
cas_alt_vs_current_layer_per_head_layer_20_head_12,0.06358,0.06358,0.33706
cas_vs_current_layer_per_head_layer_25_head_23,-0.06352,0.06352,0.33752
cas_alt_vs_current_layer_per_head_layer_24_head_17,-0.06351,0.06351,0.33758
attention_entropy_per_head_layer_18_head_17,-0.06348,0.06348,0.33785
ecs_prompt_specific_layer_per_head_layer_17_head_7,-0.06347,0.06347,0.33789
ecs_specific_layer_per_head_layer_5_head_16,0.06346,0.06346,0.33799
cas_vs_current_layer_per_head_layer_16_head_17,-0.06332,0.06332,0.33904
ecs_prompt_specific_layer_per_head_layer_4_head_7,0.06331,0.06331,0.33913
attention_entropy_per_head_layer_24_head_19,-0.06330,0.06330,0.33918
cas_alt_vs_current_layer_per_head_layer_1_head_17,0.06325,0.06325,0.33962
bos_attention_proportion_per_head_layer_5_head_23,-0.06317,0.06317,0.34017
cas_vs_current_layer_per_head_layer_11_head_20,0.06317,0.06317,0.34018
ecs_specific_layer_per_head_layer_2_head_16,-0.06312,0.06312,0.34061
cas_vs_current_layer_per_head_layer_8_head_17,0.06311,0.06311,0.34070
ecs_prompt_specific_layer_per_head_layer_23_head_9,-0.06306,0.06306,0.34105
ecs_prompt_specific_layer_per_head_layer_16_head_8,-0.06302,0.06302,0.34134
parameter_knowledge_difference_layer_2,0.06300,0.06300,0.34151
cas_vs_final_layer_per_head_layer_5_head_17,0.06300,0.06300,0.34153
cas_alt_vs_current_layer_per_head_layer_6_head_1,0.06299,0.06299,0.34160
cas_vs_current_layer_per_head_layer_3_head_16,0.06297,0.06297,0.34174
cas_vs_current_layer_per_head_layer_24_head_5,-0.06295,0.06295,0.34190
ecs_specific_layer_per_head_layer_22_head_1,-0.06293,0.06293,0.34208
cas_vs_final_layer_per_head_layer_18_head_23,-0.06292,0.06292,0.34210
semantic_drift_per_layer_layer_16,-0.06291,0.06291,0.34222
cas_alt_vs_current_layer_per_head_layer_25_head_8,-0.06289,0.06289,0.34236
ecs_specific_layer_per_head_layer_8_head_17,0.06275,0.06275,0.34345
ecs_prompt_specific_layer_per_head_layer_21_head_6,-0.06275,0.06275,0.34347
v_attn_norm_per_layer_layer_20,-0.06274,0.06274,0.34349
cas_vs_current_layer_per_head_layer_25_head_22,-0.06271,0.06271,0.34377
ecs_prompt_specific_layer_per_head_layer_18_head_1,-0.06268,0.06268,0.34396
cas_vs_current_layer_per_head_layer_16_head_21,-0.06266,0.06266,0.34411
ecs_specific_layer_per_head_layer_6_head_20,0.06263,0.06263,0.34437
bos_attention_proportion_per_head_layer_23_head_22,-0.06262,0.06262,0.34444
